t,n_bits,p,prep_init,cost_total,prep_in_mixers,reflection_anc,reflection_noanc,total_depth_anc,total_depth_noanc,n_ancillas_anc
3661,29288,6,495,6,5940,198,351462,6639,357903,29287
3662,29296,6,495,6,5940,198,351558,6639,357999,29295
3663,29304,6,495,6,5940,198,351654,6639,358095,29303
3664,29312,6,495,6,5940,198,351750,6639,358191,29311
3665,29320,6,495,6,5940,198,351846,6639,358287,29319
3666,29328,6,495,6,5940,198,351942,6639,358383,29327
3667,29336,6,495,6,5940,198,352038,6639,358479,29335
3668,29344,6,495,6,5940,198,352134,6639,358575,29343
3669,29352,6,495,6,5940,198,352230,6639,358671,29351
3670,29360,6,495,6,5940,198,352326,6639,358767,29359
3671,29368,6,495,6,5940,198,352422,6639,358863,29367
3672,29376,6,495,6,5940,198,352518,6639,358959,29375
3673,29384,6,495,6,5940,198,352614,6639,359055,29383
3674,29392,6,495,6,5940,198,352710,6639,359151,29391
3675,29400,6,495,6,5940,198,352806,6639,359247,29399
3676,29408,6,495,6,5940,198,352902,6639,359343,29407
3677,29416,6,495,6,5940,198,352998,6639,359439,29415
3678,29424,6,495,6,5940,198,353094,6639,359535,29423
3679,29432,6,495,6,5940,198,353190,6639,359631,29431
3680,29440,6,495,6,5940,198,353286,6639,359727,29439
3681,29448,6,495,6,5940,198,353382,6639,359823,29447
3682,29456,6,495,6,5940,198,353478,6639,359919,29455
3683,29464,6,495,6,5940,198,353574,6639,360015,29463
3684,29472,6,495,6,5940,198,353670,6639,360111,29471
3685,29480,6,495,6,5940,198,353766,6639,360207,29479
3686,29488,6,495,6,5940,198,353862,6639,360303,29487
3687,29496,6,495,6,5940,198,353958,6639,360399,29495
3688,29504,6,495,6,5940,198,354054,6639,360495,29503
3689,29512,6,495,6,5940,198,354150,6639,360591,29511
3690,29520,6,495,6,5940,198,354246,6639,360687,29519
3691,29528,6,495,6,5940,198,354342,6639,360783,29527
3692,29536,6,495,6,5940,198,354438,6639,360879,29535
3693,29544,6,495,6,5940,198,354534,6639,360975,29543
3694,29552,6,495,6,5940,198,354630,6639,361071,29551
3695,29560,6,495,6,5940,198,354726,6639,361167,29559
3696,29568,6,495,6,5940,198,354822,6639,361263,29567
3697,29576,6,495,6,5940,198,354918,6639,361359,29575
3698,29584,6,495,6,5940,198,355014,6639,361455,29583
3699,29592,6,495,6,5940,198,355110,6639,361551,29591
3700,29600,6,495,6,5940,198,355206,6639,361647,29599
3701,29608,6,495,6,5940,198,355302,6639,361743,29607
3702,29616,6,495,6,5940,198,355398,6639,361839,29615
3703,29624,6,495,6,5940,198,355494,6639,361935,29623
3704,29632,6,495,6,5940,198,355590,6639,362031,29631
3705,29640,6,495,6,5940,198,355686,6639,362127,29639
3706,29648,6,495,6,5940,198,355782,6639,362223,29647
3707,29656,6,495,6,5940,198,355878,6639,362319,29655
3708,29664,6,495,6,5940,198,355974,6639,362415,29663
3709,29672,6,495,6,5940,198,356070,6639,362511,29671
3710,29680,6,495,6,5940,198,356166,6639,362607,29679
3711,29688,6,495,6,5940,198,356262,6639,362703,29687
3712,29696,6,495,6,5940,198,356358,6639,362799,29695
3713,29704,6,495,6,5940,198,356454,6639,362895,29703
3714,29712,6,495,6,5940,198,356550,6639,362991,29711
3715,29720,6,495,6,5940,198,356646,6639,363087,29719
3716,29728,6,495,6,5940,198,356742,6639,363183,29727
3717,29736,6,495,6,5940,198,356838,6639,363279,29735
3718,29744,6,495,6,5940,198,356934,6639,363375,29743
3719,29752,6,495,6,5940,198,357030,6639,363471,29751
3720,29760,6,495,6,5940,198,357126,6639,363567,29759
3721,29768,6,495,6,5940,198,357222,6639,363663,29767
3722,29776,6,495,6,5940,198,357318,6639,363759,29775
3723,29784,6,495,6,5940,198,357414,6639,363855,29783
3724,29792,6,495,6,5940,198,357510,6639,363951,29791
3725,29800,6,495,6,5940,198,357606,6639,364047,29799
3726,29808,6,495,6,5940,198,357702,6639,364143,29807
3727,29816,6,495,6,5940,198,357798,6639,364239,29815
3728,29824,6,495,6,5940,198,357894,6639,364335,29823
3729,29832,6,495,6,5940,198,357990,6639,364431,29831
3730,29840,6,495,6,5940,198,358086,6639,364527,29839
3731,29848,6,495,6,5940,198,358182,6639,364623,29847
3732,29856,6,495,6,5940,198,358278,6639,364719,29855
3733,29864,6,495,6,5940,198,358374,6639,364815,29863
3734,29872,6,495,6,5940,198,358470,6639,364911,29871
3735,29880,6,495,6,5940,198,358566,6639,365007,29879
3736,29888,6,495,6,5940,198,358662,6639,365103,29887
3737,29896,6,495,6,5940,198,358758,6639,365199,29895
3738,29904,6,495,6,5940,198,358854,6639,365295,29903
3739,29912,6,495,6,5940,198,358950,6639,365391,29911
3740,29920,6,495,6,5940,198,359046,6639,365487,29919
3741,29928,6,495,6,5940,198,359142,6639,365583,29927
3742,29936,6,495,6,5940,198,359238,6639,365679,29935
3743,29944,6,495,6,5940,198,359334,6639,365775,29943
3744,29952,6,495,6,5940,198,359430,6639,365871,29951
3745,29960,6,495,6,5940,198,359526,6639,365967,29959
3746,29968,6,495,6,5940,198,359622,6639,366063,29967
3747,29976,6,495,6,5940,198,359718,6639,366159,29975
3748,29984,6,495,6,5940,198,359814,6639,366255,29983
3749,29992,6,495,6,5940,198,359910,6639,366351,29991
3750,30000,6,495,6,5940,198,360006,6639,366447,29999
3751,30008,6,495,6,5940,198,360102,6639,366543,30007
3752,30016,6,495,6,5940,198,360198,6639,366639,30015
3753,30024,6,495,6,5940,198,360294,6639,366735,30023
3754,30032,6,495,6,5940,198,360390,6639,366831,30031
3755,30040,6,495,6,5940,198,360486,6639,366927,30039
3756,30048,6,495,6,5940,198,360582,6639,367023,30047
3757,30056,6,495,6,5940,198,360678,6639,367119,30055
3758,30064,6,495,6,5940,198,360774,6639,367215,30063
3759,30072,6,495,6,5940,198,360870,6639,367311,30071
3760,30080,6,495,6,5940,198,360966,6639,367407,30079
3761,30088,6,495,6,5940,198,361062,6639,367503,30087
3762,30096,6,495,6,5940,198,361158,6639,367599,30095
3763,30104,6,495,6,5940,198,361254,6639,367695,30103
3764,30112,6,495,6,5940,198,361350,6639,367791,30111
3765,30120,6,495,6,5940,198,361446,6639,367887,30119
3766,30128,6,495,6,5940,198,361542,6639,367983,30127
3767,30136,6,495,6,5940,198,361638,6639,368079,30135
3768,30144,6,495,6,5940,198,361734,6639,368175,30143
3769,30152,6,495,6,5940,198,361830,6639,368271,30151
3770,30160,6,495,6,5940,198,361926,6639,368367,30159
3771,30168,6,495,6,5940,198,362022,6639,368463,30167
3772,30176,6,495,6,5940,198,362118,6639,368559,30175
3773,30184,6,495,6,5940,198,362214,6639,368655,30183
3774,30192,6,495,6,5940,198,362310,6639,368751,30191
3775,30200,6,495,6,5940,198,362406,6639,368847,30199
3776,30208,6,495,6,5940,198,362502,6639,368943,30207
3777,30216,6,495,6,5940,198,362598,6639,369039,30215
3778,30224,6,495,6,5940,198,362694,6639,369135,30223
3779,30232,6,495,6,5940,198,362790,6639,369231,30231
3780,30240,6,495,6,5940,198,362886,6639,369327,30239
3781,30248,6,495,6,5940,198,362982,6639,369423,30247
3782,30256,6,495,6,5940,198,363078,6639,369519,30255
3783,30264,6,495,6,5940,198,363174,6639,369615,30263
3784,30272,6,495,6,5940,198,363270,6639,369711,30271
3785,30280,6,495,6,5940,198,363366,6639,369807,30279
3786,30288,6,495,6,5940,198,363462,6639,369903,30287
3787,30296,6,495,6,5940,198,363558,6639,369999,30295
3788,30304,6,495,6,5940,198,363654,6639,370095,30303
3789,30312,6,495,6,5940,198,363750,6639,370191,30311
3790,30320,6,495,6,5940,198,363846,6639,370287,30319
3791,30328,6,495,6,5940,198,363942,6639,370383,30327
3792,30336,6,495,6,5940,198,364038,6639,370479,30335
3793,30344,6,495,6,5940,198,364134,6639,370575,30343
3794,30352,6,495,6,5940,198,364230,6639,370671,30351
3795,30360,6,495,6,5940,198,364326,6639,370767,30359
3796,30368,6,495,6,5940,198,364422,6639,370863,30367
3797,30376,6,495,6,5940,198,364518,6639,370959,30375
3798,30384,6,495,6,5940,198,364614,6639,371055,30383
3799,30392,6,495,6,5940,198,364710,6639,371151,30391
3800,30400,6,495,6,5940,198,364806,6639,371247,30399
3801,30408,6,495,6,5940,198,364902,6639,371343,30407
3802,30416,6,495,6,5940,198,364998,6639,371439,30415
3803,30424,6,495,6,5940,198,365094,6639,371535,30423
3804,30432,6,495,6,5940,198,365190,6639,371631,30431
3805,30440,6,495,6,5940,198,365286,6639,371727,30439
3806,30448,6,495,6,5940,198,365382,6639,371823,30447
3807,30456,6,495,6,5940,198,365478,6639,371919,30455
3808,30464,6,495,6,5940,198,365574,6639,372015,30463
3809,30472,6,495,6,5940,198,365670,6639,372111,30471
3810,30480,6,495,6,5940,198,365766,6639,372207,30479
3811,30488,6,495,6,5940,198,365862,6639,372303,30487
3812,30496,6,495,6,5940,198,365958,6639,372399,30495
3813,30504,6,495,6,5940,198,366054,6639,372495,30503
3814,30512,6,495,6,5940,198,366150,6639,372591,30511
3815,30520,6,495,6,5940,198,366246,6639,372687,30519
3816,30528,6,495,6,5940,198,366342,6639,372783,30527
3817,30536,6,495,6,5940,198,366438,6639,372879,30535
3818,30544,6,495,6,5940,198,366534,6639,372975,30543
3819,30552,6,495,6,5940,198,366630,6639,373071,30551
3820,30560,6,495,6,5940,198,366726,6639,373167,30559
3821,30568,6,495,6,5940,198,366822,6639,373263,30567
3822,30576,6,495,6,5940,198,366918,6639,373359,30575
3823,30584,6,495,6,5940,198,367014,6639,373455,30583
3824,30592,6,495,6,5940,198,367110,6639,373551,30591
3825,30600,6,495,6,5940,198,367206,6639,373647,30599
3826,30608,6,495,6,5940,198,367302,6639,373743,30607
3827,30616,6,495,6,5940,198,367398,6639,373839,30615
3828,30624,6,495,6,5940,198,367494,6639,373935,30623
3829,30632,6,495,6,5940,198,367590,6639,374031,30631
3830,30640,6,495,6,5940,198,367686,6639,374127,30639
3831,30648,6,495,6,5940,198,367782,6639,374223,30647
3832,30656,6,495,6,5940,198,367878,6639,374319,30655
3833,30664,6,495,6,5940,198,367974,6639,374415,30663
3834,30672,6,495,6,5940,198,368070,6639,374511,30671
3835,30680,6,495,6,5940,198,368166,6639,374607,30679
3836,30688,6,495,6,5940,198,368262,6639,374703,30687
3837,30696,6,495,6,5940,198,368358,6639,374799,30695
3838,30704,6,495,6,5940,198,368454,6639,374895,30703
3839,30712,6,495,6,5940,198,368550,6639,374991,30711
3840,30720,6,495,6,5940,198,368646,6639,375087,30719
3841,30728,6,495,6,5940,198,368742,6639,375183,30727
3842,30736,6,495,6,5940,198,368838,6639,375279,30735
3843,30744,6,495,6,5940,198,368934,6639,375375,30743
3844,30752,6,495,6,5940,198,369030,6639,375471,30751
3845,30760,6,495,6,5940,198,369126,6639,375567,30759
3846,30768,6,495,6,5940,198,369222,6639,375663,30767
3847,30776,6,495,6,5940,198,369318,6639,375759,30775
3848,30784,6,495,6,5940,198,369414,6639,375855,30783
3849,30792,6,495,6,5940,198,369510,6639,375951,30791
3850,30800,6,495,6,5940,198,369606,6639,376047,30799
3851,30808,6,495,6,5940,198,369702,6639,376143,30807
3852,30816,6,495,6,5940,198,369798,6639,376239,30815
3853,30824,6,495,6,5940,198,369894,6639,376335,30823
3854,30832,6,495,6,5940,198,369990,6639,376431,30831
3855,30840,6,495,6,5940,198,370086,6639,376527,30839
3856,30848,6,495,6,5940,198,370182,6639,376623,30847
3857,30856,6,495,6,5940,198,370278,6639,376719,30855
3858,30864,6,495,6,5940,198,370374,6639,376815,30863
3859,30872,6,495,6,5940,198,370470,6639,376911,30871
3860,30880,6,495,6,5940,198,370566,6639,377007,30879
3861,30888,6,495,6,5940,198,370662,6639,377103,30887
3862,30896,6,495,6,5940,198,370758,6639,377199,30895
3863,30904,6,495,6,5940,198,370854,6639,377295,30903
3864,30912,6,495,6,5940,198,370950,6639,377391,30911
3865,30920,6,495,6,5940,198,371046,6639,377487,30919
3866,30928,6,495,6,5940,198,371142,6639,377583,30927
3867,30936,6,495,6,5940,198,371238,6639,377679,30935
3868,30944,6,495,6,5940,198,371334,6639,377775,30943
3869,30952,6,495,6,5940,198,371430,6639,377871,30951
3870,30960,6,495,6,5940,198,371526,6639,377967,30959
3871,30968,6,495,6,5940,198,371622,6639,378063,30967
3872,30976,6,495,6,5940,198,371718,6639,378159,30975
3873,30984,6,495,6,5940,198,371814,6639,378255,30983
3874,30992,6,495,6,5940,198,371910,6639,378351,30991
3875,31000,6,495,6,5940,198,372006,6639,378447,30999
3876,31008,6,495,6,5940,198,372102,6639,378543,31007
3877,31016,6,495,6,5940,198,372198,6639,378639,31015
3878,31024,6,495,6,5940,198,372294,6639,378735,31023
3879,31032,6,495,6,5940,198,372390,6639,378831,31031
3880,31040,6,495,6,5940,198,372486,6639,378927,31039
3881,31048,6,495,6,5940,198,372582,6639,379023,31047
3882,31056,6,495,6,5940,198,372678,6639,379119,31055
3883,31064,6,495,6,5940,198,372774,6639,379215,31063
3884,31072,6,495,6,5940,198,372870,6639,379311,31071
3885,31080,6,495,6,5940,198,372966,6639,379407,31079
3886,31088,6,495,6,5940,198,373062,6639,379503,31087
3887,31096,6,495,6,5940,198,373158,6639,379599,31095
3888,31104,6,495,6,5940,198,373254,6639,379695,31103
3889,31112,6,495,6,5940,198,373350,6639,379791,31111
3890,31120,6,495,6,5940,198,373446,6639,379887,31119
3891,31128,6,495,6,5940,198,373542,6639,379983,31127
3892,31136,6,495,6,5940,198,373638,6639,380079,31135
3893,31144,6,495,6,5940,198,373734,6639,380175,31143
3894,31152,6,495,6,5940,198,373830,6639,380271,31151
3895,31160,6,495,6,5940,198,373926,6639,380367,31159
3896,31168,6,495,6,5940,198,374022,6639,380463,31167
3897,31176,6,495,6,5940,198,374118,6639,380559,31175
3898,31184,6,495,6,5940,198,374214,6639,380655,31183
3899,31192,6,495,6,5940,198,374310,6639,380751,31191
3900,31200,6,495,6,5940,198,374406,6639,380847,31199
3901,31208,6,495,6,5940,198,374502,6639,380943,31207
3902,31216,6,495,6,5940,198,374598,6639,381039,31215
3903,31224,6,495,6,5940,198,374694,6639,381135,31223
3904,31232,6,495,6,5940,198,374790,6639,381231,31231
3905,31240,6,495,6,5940,198,374886,6639,381327,31239
3906,31248,6,495,6,5940,198,374982,6639,381423,31247
3907,31256,6,495,6,5940,198,375078,6639,381519,31255
3908,31264,6,495,6,5940,198,375174,6639,381615,31263
3909,31272,6,495,6,5940,198,375270,6639,381711,31271
3910,31280,6,495,6,5940,198,375366,6639,381807,31279
3911,31288,6,495,6,5940,198,375462,6639,381903,31287
3912,31296,6,495,6,5940,198,375558,6639,381999,31295
3913,31304,6,495,6,5940,198,375654,6639,382095,31303
3914,31312,6,495,6,5940,198,375750,6639,382191,31311
3915,31320,6,495,6,5940,198,375846,6639,382287,31319
3916,31328,6,495,6,5940,198,375942,6639,382383,31327
3917,31336,6,495,6,5940,198,376038,6639,382479,31335
3918,31344,6,495,6,5940,198,376134,6639,382575,31343
3919,31352,6,495,6,5940,198,376230,6639,382671,31351
3920,31360,6,495,6,5940,198,376326,6639,382767,31359
3921,31368,6,495,6,5940,198,376422,6639,382863,31367
3922,31376,6,495,6,5940,198,376518,6639,382959,31375
3923,31384,6,495,6,5940,198,376614,6639,383055,31383
3924,31392,6,495,6,5940,198,376710,6639,383151,31391
3925,31400,6,495,6,5940,198,376806,6639,383247,31399
3926,31408,6,495,6,5940,198,376902,6639,383343,31407
3927,31416,6,495,6,5940,198,376998,6639,383439,31415
3928,31424,6,495,6,5940,198,377094,6639,383535,31423
3929,31432,6,495,6,5940,198,377190,6639,383631,31431
3930,31440,6,495,6,5940,198,377286,6639,383727,31439
3931,31448,6,495,6,5940,198,377382,6639,383823,31447
3932,31456,6,495,6,5940,198,377478,6639,383919,31455
3933,31464,6,495,6,5940,198,377574,6639,384015,31463
3934,31472,6,495,6,5940,198,377670,6639,384111,31471
3935,31480,6,495,6,5940,198,377766,6639,384207,31479
3936,31488,6,495,6,5940,198,377862,6639,384303,31487
3937,31496,6,495,6,5940,198,377958,6639,384399,31495
3938,31504,6,495,6,5940,198,378054,6639,384495,31503
3939,31512,6,495,6,5940,198,378150,6639,384591,31511
3940,31520,6,495,6,5940,198,378246,6639,384687,31519
3941,31528,6,495,6,5940,198,378342,6639,384783,31527
3942,31536,6,495,6,5940,198,378438,6639,384879,31535
3943,31544,6,495,6,5940,198,378534,6639,384975,31543
3944,31552,6,495,6,5940,198,378630,6639,385071,31551
3945,31560,6,495,6,5940,198,378726,6639,385167,31559
3946,31568,6,495,6,5940,198,378822,6639,385263,31567
3947,31576,6,495,6,5940,198,378918,6639,385359,31575
3948,31584,6,495,6,5940,198,379014,6639,385455,31583
3949,31592,6,495,6,5940,198,379110,6639,385551,31591
3950,31600,6,495,6,5940,198,379206,6639,385647,31599
3951,31608,6,495,6,5940,198,379302,6639,385743,31607
3952,31616,6,495,6,5940,198,379398,6639,385839,31615
3953,31624,6,495,6,5940,198,379494,6639,385935,31623
3954,31632,6,495,6,5940,198,379590,6639,386031,31631
3955,31640,6,495,6,5940,198,379686,6639,386127,31639
3956,31648,6,495,6,5940,198,379782,6639,386223,31647
3957,31656,6,495,6,5940,198,379878,6639,386319,31655
3958,31664,6,495,6,5940,198,379974,6639,386415,31663
3959,31672,6,495,6,5940,198,380070,6639,386511,31671
3960,31680,6,495,6,5940,198,380166,6639,386607,31679
3961,31688,6,495,6,5940,198,380262,6639,386703,31687
3962,31696,6,495,6,5940,198,380358,6639,386799,31695
3963,31704,6,495,6,5940,198,380454,6639,386895,31703
3964,31712,6,495,6,5940,198,380550,6639,386991,31711
3965,31720,6,495,6,5940,198,380646,6639,387087,31719
3966,31728,6,495,6,5940,198,380742,6639,387183,31727
3967,31736,6,495,6,5940,198,380838,6639,387279,31735
3968,31744,6,495,6,5940,198,380934,6639,387375,31743
3969,31752,6,495,6,5940,198,381030,6639,387471,31751
3970,31760,6,495,6,5940,198,381126,6639,387567,31759
3971,31768,6,495,6,5940,198,381222,6639,387663,31767
3972,31776,6,495,6,5940,198,381318,6639,387759,31775
3973,31784,6,495,6,5940,198,381414,6639,387855,31783
3974,31792,6,495,6,5940,198,381510,6639,387951,31791
3975,31800,6,495,6,5940,198,381606,6639,388047,31799
3976,31808,6,495,6,5940,198,381702,6639,388143,31807
3977,31816,6,495,6,5940,198,381798,6639,388239,31815
3978,31824,6,495,6,5940,198,381894,6639,388335,31823
3979,31832,6,495,6,5940,198,381990,6639,388431,31831
3980,31840,6,495,6,5940,198,382086,6639,388527,31839
3981,31848,6,495,6,5940,198,382182,6639,388623,31847
3982,31856,6,495,6,5940,198,382278,6639,388719,31855
3983,31864,6,495,6,5940,198,382374,6639,388815,31863
3984,31872,6,495,6,5940,198,382470,6639,388911,31871
3985,31880,6,495,6,5940,198,382566,6639,389007,31879
3986,31888,6,495,6,5940,198,382662,6639,389103,31887
3987,31896,6,495,6,5940,198,382758,6639,389199,31895
3988,31904,6,495,6,5940,198,382854,6639,389295,31903
3989,31912,6,495,6,5940,198,382950,6639,389391,31911
3990,31920,6,495,6,5940,198,383046,6639,389487,31919
3991,31928,6,495,6,5940,198,383142,6639,389583,31927
3992,31936,6,495,6,5940,198,383238,6639,389679,31935
3993,31944,6,495,6,5940,198,383334,6639,389775,31943
3994,31952,6,495,6,5940,198,383430,6639,389871,31951
3995,31960,6,495,6,5940,198,383526,6639,389967,31959
3996,31968,6,495,6,5940,198,383622,6639,390063,31967
3997,31976,6,495,6,5940,198,383718,6639,390159,31975
3998,31984,6,495,6,5940,198,383814,6639,390255,31983
3999,31992,6,495,6,5940,198,383910,6639,390351,31991
4000,32000,6,495,6,5940,198,384006,6639,390447,31999
4001,32008,6,495,6,5940,198,384102,6639,390543,32007
4002,32016,6,495,6,5940,198,384198,6639,390639,32015
4003,32024,6,495,6,5940,198,384294,6639,390735,32023
4004,32032,6,495,6,5940,198,384390,6639,390831,32031
4005,32040,6,495,6,5940,198,384486,6639,390927,32039
4006,32048,6,495,6,5940,198,384582,6639,391023,32047
4007,32056,6,495,6,5940,198,384678,6639,391119,32055
4008,32064,6,495,6,5940,198,384774,6639,391215,32063
4009,32072,6,495,6,5940,198,384870,6639,391311,32071
4010,32080,6,495,6,5940,198,384966,6639,391407,32079
4011,32088,6,495,6,5940,198,385062,6639,391503,32087
4012,32096,6,495,6,5940,198,385158,6639,391599,32095
4013,32104,6,495,6,5940,198,385254,6639,391695,32103
4014,32112,6,495,6,5940,198,385350,6639,391791,32111
4015,32120,6,495,6,5940,198,385446,6639,391887,32119
4016,32128,6,495,6,5940,198,385542,6639,391983,32127
4017,32136,6,495,6,5940,198,385638,6639,392079,32135
4018,32144,6,495,6,5940,198,385734,6639,392175,32143
4019,32152,6,495,6,5940,198,385830,6639,392271,32151
4020,32160,6,495,6,5940,198,385926,6639,392367,32159
4021,32168,6,495,6,5940,198,386022,6639,392463,32167
4022,32176,6,495,6,5940,198,386118,6639,392559,32175
4023,32184,6,495,6,5940,198,386214,6639,392655,32183
4024,32192,6,495,6,5940,198,386310,6639,392751,32191
4025,32200,6,495,6,5940,198,386406,6639,392847,32199
4026,32208,6,495,6,5940,198,386502,6639,392943,32207
4027,32216,6,495,6,5940,198,386598,6639,393039,32215
4028,32224,6,495,6,5940,198,386694,6639,393135,32223
4029,32232,6,495,6,5940,198,386790,6639,393231,32231
4030,32240,6,495,6,5940,198,386886,6639,393327,32239
4031,32248,6,495,6,5940,198,386982,6639,393423,32247
4032,32256,6,495,6,5940,198,387078,6639,393519,32255
4033,32264,6,495,6,5940,198,387174,6639,393615,32263
4034,32272,6,495,6,5940,198,387270,6639,393711,32271
4035,32280,6,495,6,5940,198,387366,6639,393807,32279
4036,32288,6,495,6,5940,198,387462,6639,393903,32287
4037,32296,6,495,6,5940,198,387558,6639,393999,32295
4038,32304,6,495,6,5940,198,387654,6639,394095,32303
4039,32312,6,495,6,5940,198,387750,6639,394191,32311
4040,32320,6,495,6,5940,198,387846,6639,394287,32319
4041,32328,6,495,6,5940,198,387942,6639,394383,32327
4042,32336,6,495,6,5940,198,388038,6639,394479,32335
4043,32344,6,495,6,5940,198,388134,6639,394575,32343
4044,32352,6,495,6,5940,198,388230,6639,394671,32351
4045,32360,6,495,6,5940,198,388326,6639,394767,32359
4046,32368,6,495,6,5940,198,388422,6639,394863,32367
4047,32376,6,495,6,5940,198,388518,6639,394959,32375
4048,32384,6,495,6,5940,198,388614,6639,395055,32383
4049,32392,6,495,6,5940,198,388710,6639,395151,32391
4050,32400,6,495,6,5940,198,388806,6639,395247,32399
4051,32408,6,495,6,5940,198,388902,6639,395343,32407
4052,32416,6,495,6,5940,198,388998,6639,395439,32415
4053,32424,6,495,6,5940,198,389094,6639,395535,32423
4054,32432,6,495,6,5940,198,389190,6639,395631,32431
4055,32440,6,495,6,5940,198,389286,6639,395727,32439
4056,32448,6,495,6,5940,198,389382,6639,395823,32447
4057,32456,6,495,6,5940,198,389478,6639,395919,32455
4058,32464,6,495,6,5940,198,389574,6639,396015,32463
4059,32472,6,495,6,5940,198,389670,6639,396111,32471
4060,32480,6,495,6,5940,198,389766,6639,396207,32479
4061,32488,6,495,6,5940,198,389862,6639,396303,32487
4062,32496,6,495,6,5940,198,389958,6639,396399,32495
4063,32504,6,495,6,5940,198,390054,6639,396495,32503
4064,32512,6,495,6,5940,198,390150,6639,396591,32511
4065,32520,6,495,6,5940,198,390246,6639,396687,32519
4066,32528,6,495,6,5940,198,390342,6639,396783,32527
4067,32536,6,495,6,5940,198,390438,6639,396879,32535
4068,32544,6,495,6,5940,198,390534,6639,396975,32543
4069,32552,6,495,6,5940,198,390630,6639,397071,32551
4070,32560,6,495,6,5940,198,390726,6639,397167,32559
4071,32568,6,495,6,5940,198,390822,6639,397263,32567
4072,32576,6,495,6,5940,198,390918,6639,397359,32575
4073,32584,6,495,6,5940,198,391014,6639,397455,32583
4074,32592,6,495,6,5940,198,391110,6639,397551,32591
4075,32600,6,495,6,5940,198,391206,6639,397647,32599
4076,32608,6,495,6,5940,198,391302,6639,397743,32607
4077,32616,6,495,6,5940,198,391398,6639,397839,32615
4078,32624,6,495,6,5940,198,391494,6639,397935,32623
4079,32632,6,495,6,5940,198,391590,6639,398031,32631
4080,32640,6,495,6,5940,198,391686,6639,398127,32639
4081,32648,6,495,6,5940,198,391782,6639,398223,32647
4082,32656,6,495,6,5940,198,391878,6639,398319,32655
4083,32664,6,495,6,5940,198,391974,6639,398415,32663
4084,32672,6,495,6,5940,198,392070,6639,398511,32671
4085,32680,6,495,6,5940,198,392166,6639,398607,32679
4086,32688,6,495,6,5940,198,392262,6639,398703,32687
4087,32696,6,495,6,5940,198,392358,6639,398799,32695
4088,32704,6,495,6,5940,198,392454,6639,398895,32703
4089,32712,6,495,6,5940,198,392550,6639,398991,32711
4090,32720,6,495,6,5940,198,392646,6639,399087,32719
4091,32728,6,495,6,5940,198,392742,6639,399183,32727
4092,32736,6,495,6,5940,198,392838,6639,399279,32735
4093,32744,6,495,6,5940,198,392934,6639,399375,32743
4094,32752,6,495,6,5940,198,393030,6639,399471,32751
4095,32760,6,495,6,5940,198,393126,6639,399567,32759
4096,32768,6,495,6,5940,198,393222,6639,399663,32767
4097,32776,6,495,6,5940,210,393318,6651,399759,32775
4098,32784,6,495,6,5940,210,393414,6651,399855,32783
4099,32792,6,495,6,5940,210,393510,6651,399951,32791
4100,32800,6,495,6,5940,210,393606,6651,400047,32799
4101,32808,6,495,6,5940,210,393702,6651,400143,32807
4102,32816,6,495,6,5940,210,393798,6651,400239,32815
4103,32824,6,495,6,5940,210,393894,6651,400335,32823
4104,32832,6,495,6,5940,210,393990,6651,400431,32831
4105,32840,6,495,6,5940,210,394086,6651,400527,32839
4106,32848,6,495,6,5940,210,394182,6651,400623,32847
4107,32856,6,495,6,5940,210,394278,6651,400719,32855
4108,32864,6,495,6,5940,210,394374,6651,400815,32863
4109,32872,6,495,6,5940,210,394470,6651,400911,32871
4110,32880,6,495,6,5940,210,394566,6651,401007,32879
4111,32888,6,495,6,5940,210,394662,6651,401103,32887
4112,32896,6,495,6,5940,210,394758,6651,401199,32895
4113,32904,6,495,6,5940,210,394854,6651,401295,32903
4114,32912,6,495,6,5940,210,394950,6651,401391,32911
4115,32920,6,495,6,5940,210,395046,6651,401487,32919
4116,32928,6,495,6,5940,210,395142,6651,401583,32927
4117,32936,6,495,6,5940,210,395238,6651,401679,32935
4118,32944,6,495,6,5940,210,395334,6651,401775,32943
4119,32952,6,495,6,5940,210,395430,6651,401871,32951
4120,32960,6,495,6,5940,210,395526,6651,401967,32959
4121,32968,6,495,6,5940,210,395622,6651,402063,32967
4122,32976,6,495,6,5940,210,395718,6651,402159,32975
4123,32984,6,495,6,5940,210,395814,6651,402255,32983
4124,32992,6,495,6,5940,210,395910,6651,402351,32991
4125,33000,6,495,6,5940,210,396006,6651,402447,32999
4126,33008,6,495,6,5940,210,396102,6651,402543,33007
4127,33016,6,495,6,5940,210,396198,6651,402639,33015
4128,33024,6,495,6,5940,210,396294,6651,402735,33023
4129,33032,6,495,6,5940,210,396390,6651,402831,33031
4130,33040,6,495,6,5940,210,396486,6651,402927,33039
4131,33048,6,495,6,5940,210,396582,6651,403023,33047
4132,33056,6,495,6,5940,210,396678,6651,403119,33055
4133,33064,6,495,6,5940,210,396774,6651,403215,33063
4134,33072,6,495,6,5940,210,396870,6651,403311,33071
4135,33080,6,495,6,5940,210,396966,6651,403407,33079
4136,33088,6,495,6,5940,210,397062,6651,403503,33087
4137,33096,6,495,6,5940,210,397158,6651,403599,33095
4138,33104,6,495,6,5940,210,397254,6651,403695,33103
4139,33112,6,495,6,5940,210,397350,6651,403791,33111
4140,33120,6,495,6,5940,210,397446,6651,403887,33119
