t,n_bits,p,prep_init,cost_total,prep_in_mixers,reflection_anc,reflection_noanc,total_depth_anc,total_depth_noanc,n_ancillas_anc
14327,114616,6,495,6,5940,222,1375398,6663,1381839,114615
14328,114624,6,495,6,5940,222,1375494,6663,1381935,114623
14329,114632,6,495,6,5940,222,1375590,6663,1382031,114631
14330,114640,6,495,6,5940,222,1375686,6663,1382127,114639
14331,114648,6,495,6,5940,222,1375782,6663,1382223,114647
14332,114656,6,495,6,5940,222,1375878,6663,1382319,114655
14333,114664,6,495,6,5940,222,1375974,6663,1382415,114663
14334,114672,6,495,6,5940,222,1376070,6663,1382511,114671
14335,114680,6,495,6,5940,222,1376166,6663,1382607,114679
14336,114688,6,495,6,5940,222,1376262,6663,1382703,114687
14337,114696,6,495,6,5940,222,1376358,6663,1382799,114695
14338,114704,6,495,6,5940,222,1376454,6663,1382895,114703
14339,114712,6,495,6,5940,222,1376550,6663,1382991,114711
14340,114720,6,495,6,5940,222,1376646,6663,1383087,114719
14341,114728,6,495,6,5940,222,1376742,6663,1383183,114727
14342,114736,6,495,6,5940,222,1376838,6663,1383279,114735
14343,114744,6,495,6,5940,222,1376934,6663,1383375,114743
14344,114752,6,495,6,5940,222,1377030,6663,1383471,114751
14345,114760,6,495,6,5940,222,1377126,6663,1383567,114759
14346,114768,6,495,6,5940,222,1377222,6663,1383663,114767
14347,114776,6,495,6,5940,222,1377318,6663,1383759,114775
14348,114784,6,495,6,5940,222,1377414,6663,1383855,114783
14349,114792,6,495,6,5940,222,1377510,6663,1383951,114791
14350,114800,6,495,6,5940,222,1377606,6663,1384047,114799
14351,114808,6,495,6,5940,222,1377702,6663,1384143,114807
14352,114816,6,495,6,5940,222,1377798,6663,1384239,114815
14353,114824,6,495,6,5940,222,1377894,6663,1384335,114823
14354,114832,6,495,6,5940,222,1377990,6663,1384431,114831
14355,114840,6,495,6,5940,222,1378086,6663,1384527,114839
14356,114848,6,495,6,5940,222,1378182,6663,1384623,114847
14357,114856,6,495,6,5940,222,1378278,6663,1384719,114855
14358,114864,6,495,6,5940,222,1378374,6663,1384815,114863
14359,114872,6,495,6,5940,222,1378470,6663,1384911,114871
14360,114880,6,495,6,5940,222,1378566,6663,1385007,114879
14361,114888,6,495,6,5940,222,1378662,6663,1385103,114887
14362,114896,6,495,6,5940,222,1378758,6663,1385199,114895
14363,114904,6,495,6,5940,222,1378854,6663,1385295,114903
14364,114912,6,495,6,5940,222,1378950,6663,1385391,114911
14365,114920,6,495,6,5940,222,1379046,6663,1385487,114919
14366,114928,6,495,6,5940,222,1379142,6663,1385583,114927
14367,114936,6,495,6,5940,222,1379238,6663,1385679,114935
14368,114944,6,495,6,5940,222,1379334,6663,1385775,114943
14369,114952,6,495,6,5940,222,1379430,6663,1385871,114951
14370,114960,6,495,6,5940,222,1379526,6663,1385967,114959
14371,114968,6,495,6,5940,222,1379622,6663,1386063,114967
14372,114976,6,495,6,5940,222,1379718,6663,1386159,114975
14373,114984,6,495,6,5940,222,1379814,6663,1386255,114983
14374,114992,6,495,6,5940,222,1379910,6663,1386351,114991
14375,115000,6,495,6,5940,222,1380006,6663,1386447,114999
14376,115008,6,495,6,5940,222,1380102,6663,1386543,115007
14377,115016,6,495,6,5940,222,1380198,6663,1386639,115015
14378,115024,6,495,6,5940,222,1380294,6663,1386735,115023
14379,115032,6,495,6,5940,222,1380390,6663,1386831,115031
14380,115040,6,495,6,5940,222,1380486,6663,1386927,115039
14381,115048,6,495,6,5940,222,1380582,6663,1387023,115047
14382,115056,6,495,6,5940,222,1380678,6663,1387119,115055
14383,115064,6,495,6,5940,222,1380774,6663,1387215,115063
14384,115072,6,495,6,5940,222,1380870,6663,1387311,115071
14385,115080,6,495,6,5940,222,1380966,6663,1387407,115079
14386,115088,6,495,6,5940,222,1381062,6663,1387503,115087
14387,115096,6,495,6,5940,222,1381158,6663,1387599,115095
14388,115104,6,495,6,5940,222,1381254,6663,1387695,115103
14389,115112,6,495,6,5940,222,1381350,6663,1387791,115111
14390,115120,6,495,6,5940,222,1381446,6663,1387887,115119
14391,115128,6,495,6,5940,222,1381542,6663,1387983,115127
14392,115136,6,495,6,5940,222,1381638,6663,1388079,115135
14393,115144,6,495,6,5940,222,1381734,6663,1388175,115143
14394,115152,6,495,6,5940,222,1381830,6663,1388271,115151
14395,115160,6,495,6,5940,222,1381926,6663,1388367,115159
14396,115168,6,495,6,5940,222,1382022,6663,1388463,115167
14397,115176,6,495,6,5940,222,1382118,6663,1388559,115175
14398,115184,6,495,6,5940,222,1382214,6663,1388655,115183
14399,115192,6,495,6,5940,222,1382310,6663,1388751,115191
14400,115200,6,495,6,5940,222,1382406,6663,1388847,115199
14401,115208,6,495,6,5940,222,1382502,6663,1388943,115207
14402,115216,6,495,6,5940,222,1382598,6663,1389039,115215
14403,115224,6,495,6,5940,222,1382694,6663,1389135,115223
14404,115232,6,495,6,5940,222,1382790,6663,1389231,115231
14405,115240,6,495,6,5940,222,1382886,6663,1389327,115239
14406,115248,6,495,6,5940,222,1382982,6663,1389423,115247
14407,115256,6,495,6,5940,222,1383078,6663,1389519,115255
14408,115264,6,495,6,5940,222,1383174,6663,1389615,115263
14409,115272,6,495,6,5940,222,1383270,6663,1389711,115271
14410,115280,6,495,6,5940,222,1383366,6663,1389807,115279
14411,115288,6,495,6,5940,222,1383462,6663,1389903,115287
14412,115296,6,495,6,5940,222,1383558,6663,1389999,115295
14413,115304,6,495,6,5940,222,1383654,6663,1390095,115303
14414,115312,6,495,6,5940,222,1383750,6663,1390191,115311
14415,115320,6,495,6,5940,222,1383846,6663,1390287,115319
14416,115328,6,495,6,5940,222,1383942,6663,1390383,115327
14417,115336,6,495,6,5940,222,1384038,6663,1390479,115335
14418,115344,6,495,6,5940,222,1384134,6663,1390575,115343
14419,115352,6,495,6,5940,222,1384230,6663,1390671,115351
14420,115360,6,495,6,5940,222,1384326,6663,1390767,115359
14421,115368,6,495,6,5940,222,1384422,6663,1390863,115367
14422,115376,6,495,6,5940,222,1384518,6663,1390959,115375
14423,115384,6,495,6,5940,222,1384614,6663,1391055,115383
14424,115392,6,495,6,5940,222,1384710,6663,1391151,115391
14425,115400,6,495,6,5940,222,1384806,6663,1391247,115399
14426,115408,6,495,6,5940,222,1384902,6663,1391343,115407
14427,115416,6,495,6,5940,222,1384998,6663,1391439,115415
14428,115424,6,495,6,5940,222,1385094,6663,1391535,115423
14429,115432,6,495,6,5940,222,1385190,6663,1391631,115431
14430,115440,6,495,6,5940,222,1385286,6663,1391727,115439
14431,115448,6,495,6,5940,222,1385382,6663,1391823,115447
14432,115456,6,495,6,5940,222,1385478,6663,1391919,115455
14433,115464,6,495,6,5940,222,1385574,6663,1392015,115463
14434,115472,6,495,6,5940,222,1385670,6663,1392111,115471
14435,115480,6,495,6,5940,222,1385766,6663,1392207,115479
14436,115488,6,495,6,5940,222,1385862,6663,1392303,115487
14437,115496,6,495,6,5940,222,1385958,6663,1392399,115495
14438,115504,6,495,6,5940,222,1386054,6663,1392495,115503
14439,115512,6,495,6,5940,222,1386150,6663,1392591,115511
14440,115520,6,495,6,5940,222,1386246,6663,1392687,115519
14441,115528,6,495,6,5940,222,1386342,6663,1392783,115527
14442,115536,6,495,6,5940,222,1386438,6663,1392879,115535
14443,115544,6,495,6,5940,222,1386534,6663,1392975,115543
14444,115552,6,495,6,5940,222,1386630,6663,1393071,115551
14445,115560,6,495,6,5940,222,1386726,6663,1393167,115559
14446,115568,6,495,6,5940,222,1386822,6663,1393263,115567
14447,115576,6,495,6,5940,222,1386918,6663,1393359,115575
14448,115584,6,495,6,5940,222,1387014,6663,1393455,115583
14449,115592,6,495,6,5940,222,1387110,6663,1393551,115591
14450,115600,6,495,6,5940,222,1387206,6663,1393647,115599
14451,115608,6,495,6,5940,222,1387302,6663,1393743,115607
14452,115616,6,495,6,5940,222,1387398,6663,1393839,115615
14453,115624,6,495,6,5940,222,1387494,6663,1393935,115623
14454,115632,6,495,6,5940,222,1387590,6663,1394031,115631
14455,115640,6,495,6,5940,222,1387686,6663,1394127,115639
14456,115648,6,495,6,5940,222,1387782,6663,1394223,115647
14457,115656,6,495,6,5940,222,1387878,6663,1394319,115655
14458,115664,6,495,6,5940,222,1387974,6663,1394415,115663
14459,115672,6,495,6,5940,222,1388070,6663,1394511,115671
14460,115680,6,495,6,5940,222,1388166,6663,1394607,115679
14461,115688,6,495,6,5940,222,1388262,6663,1394703,115687
14462,115696,6,495,6,5940,222,1388358,6663,1394799,115695
14463,115704,6,495,6,5940,222,1388454,6663,1394895,115703
14464,115712,6,495,6,5940,222,1388550,6663,1394991,115711
14465,115720,6,495,6,5940,222,1388646,6663,1395087,115719
14466,115728,6,495,6,5940,222,1388742,6663,1395183,115727
14467,115736,6,495,6,5940,222,1388838,6663,1395279,115735
14468,115744,6,495,6,5940,222,1388934,6663,1395375,115743
14469,115752,6,495,6,5940,222,1389030,6663,1395471,115751
14470,115760,6,495,6,5940,222,1389126,6663,1395567,115759
14471,115768,6,495,6,5940,222,1389222,6663,1395663,115767
14472,115776,6,495,6,5940,222,1389318,6663,1395759,115775
14473,115784,6,495,6,5940,222,1389414,6663,1395855,115783
14474,115792,6,495,6,5940,222,1389510,6663,1395951,115791
14475,115800,6,495,6,5940,222,1389606,6663,1396047,115799
14476,115808,6,495,6,5940,222,1389702,6663,1396143,115807
14477,115816,6,495,6,5940,222,1389798,6663,1396239,115815
14478,115824,6,495,6,5940,222,1389894,6663,1396335,115823
14479,115832,6,495,6,5940,222,1389990,6663,1396431,115831
14480,115840,6,495,6,5940,222,1390086,6663,1396527,115839
14481,115848,6,495,6,5940,222,1390182,6663,1396623,115847
14482,115856,6,495,6,5940,222,1390278,6663,1396719,115855
14483,115864,6,495,6,5940,222,1390374,6663,1396815,115863
14484,115872,6,495,6,5940,222,1390470,6663,1396911,115871
14485,115880,6,495,6,5940,222,1390566,6663,1397007,115879
14486,115888,6,495,6,5940,222,1390662,6663,1397103,115887
14487,115896,6,495,6,5940,222,1390758,6663,1397199,115895
14488,115904,6,495,6,5940,222,1390854,6663,1397295,115903
14489,115912,6,495,6,5940,222,1390950,6663,1397391,115911
14490,115920,6,495,6,5940,222,1391046,6663,1397487,115919
14491,115928,6,495,6,5940,222,1391142,6663,1397583,115927
14492,115936,6,495,6,5940,222,1391238,6663,1397679,115935
14493,115944,6,495,6,5940,222,1391334,6663,1397775,115943
14494,115952,6,495,6,5940,222,1391430,6663,1397871,115951
14495,115960,6,495,6,5940,222,1391526,6663,1397967,115959
14496,115968,6,495,6,5940,222,1391622,6663,1398063,115967
14497,115976,6,495,6,5940,222,1391718,6663,1398159,115975
14498,115984,6,495,6,5940,222,1391814,6663,1398255,115983
14499,115992,6,495,6,5940,222,1391910,6663,1398351,115991
14500,116000,6,495,6,5940,222,1392006,6663,1398447,115999
14501,116008,6,495,6,5940,222,1392102,6663,1398543,116007
14502,116016,6,495,6,5940,222,1392198,6663,1398639,116015
14503,116024,6,495,6,5940,222,1392294,6663,1398735,116023
14504,116032,6,495,6,5940,222,1392390,6663,1398831,116031
14505,116040,6,495,6,5940,222,1392486,6663,1398927,116039
14506,116048,6,495,6,5940,222,1392582,6663,1399023,116047
14507,116056,6,495,6,5940,222,1392678,6663,1399119,116055
14508,116064,6,495,6,5940,222,1392774,6663,1399215,116063
14509,116072,6,495,6,5940,222,1392870,6663,1399311,116071
14510,116080,6,495,6,5940,222,1392966,6663,1399407,116079
14511,116088,6,495,6,5940,222,1393062,6663,1399503,116087
14512,116096,6,495,6,5940,222,1393158,6663,1399599,116095
14513,116104,6,495,6,5940,222,1393254,6663,1399695,116103
14514,116112,6,495,6,5940,222,1393350,6663,1399791,116111
14515,116120,6,495,6,5940,222,1393446,6663,1399887,116119
14516,116128,6,495,6,5940,222,1393542,6663,1399983,116127
14517,116136,6,495,6,5940,222,1393638,6663,1400079,116135
14518,116144,6,495,6,5940,222,1393734,6663,1400175,116143
14519,116152,6,495,6,5940,222,1393830,6663,1400271,116151
14520,116160,6,495,6,5940,222,1393926,6663,1400367,116159
14521,116168,6,495,6,5940,222,1394022,6663,1400463,116167
14522,116176,6,495,6,5940,222,1394118,6663,1400559,116175
14523,116184,6,495,6,5940,222,1394214,6663,1400655,116183
14524,116192,6,495,6,5940,222,1394310,6663,1400751,116191
14525,116200,6,495,6,5940,222,1394406,6663,1400847,116199
14526,116208,6,495,6,5940,222,1394502,6663,1400943,116207
14527,116216,6,495,6,5940,222,1394598,6663,1401039,116215
14528,116224,6,495,6,5940,222,1394694,6663,1401135,116223
14529,116232,6,495,6,5940,222,1394790,6663,1401231,116231
14530,116240,6,495,6,5940,222,1394886,6663,1401327,116239
14531,116248,6,495,6,5940,222,1394982,6663,1401423,116247
14532,116256,6,495,6,5940,222,1395078,6663,1401519,116255
14533,116264,6,495,6,5940,222,1395174,6663,1401615,116263
14534,116272,6,495,6,5940,222,1395270,6663,1401711,116271
14535,116280,6,495,6,5940,222,1395366,6663,1401807,116279
14536,116288,6,495,6,5940,222,1395462,6663,1401903,116287
14537,116296,6,495,6,5940,222,1395558,6663,1401999,116295
14538,116304,6,495,6,5940,222,1395654,6663,1402095,116303
14539,116312,6,495,6,5940,222,1395750,6663,1402191,116311
14540,116320,6,495,6,5940,222,1395846,6663,1402287,116319
14541,116328,6,495,6,5940,222,1395942,6663,1402383,116327
14542,116336,6,495,6,5940,222,1396038,6663,1402479,116335
14543,116344,6,495,6,5940,222,1396134,6663,1402575,116343
14544,116352,6,495,6,5940,222,1396230,6663,1402671,116351
14545,116360,6,495,6,5940,222,1396326,6663,1402767,116359
14546,116368,6,495,6,5940,222,1396422,6663,1402863,116367
14547,116376,6,495,6,5940,222,1396518,6663,1402959,116375
14548,116384,6,495,6,5940,222,1396614,6663,1403055,116383
14549,116392,6,495,6,5940,222,1396710,6663,1403151,116391
14550,116400,6,495,6,5940,222,1396806,6663,1403247,116399
14551,116408,6,495,6,5940,222,1396902,6663,1403343,116407
14552,116416,6,495,6,5940,222,1396998,6663,1403439,116415
14553,116424,6,495,6,5940,222,1397094,6663,1403535,116423
14554,116432,6,495,6,5940,222,1397190,6663,1403631,116431
14555,116440,6,495,6,5940,222,1397286,6663,1403727,116439
14556,116448,6,495,6,5940,222,1397382,6663,1403823,116447
14557,116456,6,495,6,5940,222,1397478,6663,1403919,116455
14558,116464,6,495,6,5940,222,1397574,6663,1404015,116463
14559,116472,6,495,6,5940,222,1397670,6663,1404111,116471
14560,116480,6,495,6,5940,222,1397766,6663,1404207,116479
14561,116488,6,495,6,5940,222,1397862,6663,1404303,116487
14562,116496,6,495,6,5940,222,1397958,6663,1404399,116495
14563,116504,6,495,6,5940,222,1398054,6663,1404495,116503
14564,116512,6,495,6,5940,222,1398150,6663,1404591,116511
14565,116520,6,495,6,5940,222,1398246,6663,1404687,116519
14566,116528,6,495,6,5940,222,1398342,6663,1404783,116527
14567,116536,6,495,6,5940,222,1398438,6663,1404879,116535
14568,116544,6,495,6,5940,222,1398534,6663,1404975,116543
14569,116552,6,495,6,5940,222,1398630,6663,1405071,116551
14570,116560,6,495,6,5940,222,1398726,6663,1405167,116559
14571,116568,6,495,6,5940,222,1398822,6663,1405263,116567
14572,116576,6,495,6,5940,222,1398918,6663,1405359,116575
14573,116584,6,495,6,5940,222,1399014,6663,1405455,116583
14574,116592,6,495,6,5940,222,1399110,6663,1405551,116591
14575,116600,6,495,6,5940,222,1399206,6663,1405647,116599
14576,116608,6,495,6,5940,222,1399302,6663,1405743,116607
14577,116616,6,495,6,5940,222,1399398,6663,1405839,116615
14578,116624,6,495,6,5940,222,1399494,6663,1405935,116623
14579,116632,6,495,6,5940,222,1399590,6663,1406031,116631
14580,116640,6,495,6,5940,222,1399686,6663,1406127,116639
14581,116648,6,495,6,5940,222,1399782,6663,1406223,116647
14582,116656,6,495,6,5940,222,1399878,6663,1406319,116655
14583,116664,6,495,6,5940,222,1399974,6663,1406415,116663
14584,116672,6,495,6,5940,222,1400070,6663,1406511,116671
14585,116680,6,495,6,5940,222,1400166,6663,1406607,116679
14586,116688,6,495,6,5940,222,1400262,6663,1406703,116687
14587,116696,6,495,6,5940,222,1400358,6663,1406799,116695
14588,116704,6,495,6,5940,222,1400454,6663,1406895,116703
14589,116712,6,495,6,5940,222,1400550,6663,1406991,116711
14590,116720,6,495,6,5940,222,1400646,6663,1407087,116719
14591,116728,6,495,6,5940,222,1400742,6663,1407183,116727
14592,116736,6,495,6,5940,222,1400838,6663,1407279,116735
14593,116744,6,495,6,5940,222,1400934,6663,1407375,116743
14594,116752,6,495,6,5940,222,1401030,6663,1407471,116751
14595,116760,6,495,6,5940,222,1401126,6663,1407567,116759
14596,116768,6,495,6,5940,222,1401222,6663,1407663,116767
14597,116776,6,495,6,5940,222,1401318,6663,1407759,116775
14598,116784,6,495,6,5940,222,1401414,6663,1407855,116783
14599,116792,6,495,6,5940,222,1401510,6663,1407951,116791
14600,116800,6,495,6,5940,222,1401606,6663,1408047,116799
14601,116808,6,495,6,5940,222,1401702,6663,1408143,116807
14602,116816,6,495,6,5940,222,1401798,6663,1408239,116815
14603,116824,6,495,6,5940,222,1401894,6663,1408335,116823
14604,116832,6,495,6,5940,222,1401990,6663,1408431,116831
14605,116840,6,495,6,5940,222,1402086,6663,1408527,116839
14606,116848,6,495,6,5940,222,1402182,6663,1408623,116847
14607,116856,6,495,6,5940,222,1402278,6663,1408719,116855
14608,116864,6,495,6,5940,222,1402374,6663,1408815,116863
14609,116872,6,495,6,5940,222,1402470,6663,1408911,116871
14610,116880,6,495,6,5940,222,1402566,6663,1409007,116879
14611,116888,6,495,6,5940,222,1402662,6663,1409103,116887
14612,116896,6,495,6,5940,222,1402758,6663,1409199,116895
14613,116904,6,495,6,5940,222,1402854,6663,1409295,116903
14614,116912,6,495,6,5940,222,1402950,6663,1409391,116911
14615,116920,6,495,6,5940,222,1403046,6663,1409487,116919
14616,116928,6,495,6,5940,222,1403142,6663,1409583,116927
14617,116936,6,495,6,5940,222,1403238,6663,1409679,116935
14618,116944,6,495,6,5940,222,1403334,6663,1409775,116943
14619,116952,6,495,6,5940,222,1403430,6663,1409871,116951
14620,116960,6,495,6,5940,222,1403526,6663,1409967,116959
14621,116968,6,495,6,5940,222,1403622,6663,1410063,116967
14622,116976,6,495,6,5940,222,1403718,6663,1410159,116975
14623,116984,6,495,6,5940,222,1403814,6663,1410255,116983
14624,116992,6,495,6,5940,222,1403910,6663,1410351,116991
14625,117000,6,495,6,5940,222,1404006,6663,1410447,116999
14626,117008,6,495,6,5940,222,1404102,6663,1410543,117007
14627,117016,6,495,6,5940,222,1404198,6663,1410639,117015
14628,117024,6,495,6,5940,222,1404294,6663,1410735,117023
14629,117032,6,495,6,5940,222,1404390,6663,1410831,117031
14630,117040,6,495,6,5940,222,1404486,6663,1410927,117039
14631,117048,6,495,6,5940,222,1404582,6663,1411023,117047
14632,117056,6,495,6,5940,222,1404678,6663,1411119,117055
14633,117064,6,495,6,5940,222,1404774,6663,1411215,117063
14634,117072,6,495,6,5940,222,1404870,6663,1411311,117071
14635,117080,6,495,6,5940,222,1404966,6663,1411407,117079
14636,117088,6,495,6,5940,222,1405062,6663,1411503,117087
14637,117096,6,495,6,5940,222,1405158,6663,1411599,117095
14638,117104,6,495,6,5940,222,1405254,6663,1411695,117103
14639,117112,6,495,6,5940,222,1405350,6663,1411791,117111
14640,117120,6,495,6,5940,222,1405446,6663,1411887,117119
14641,117128,6,495,6,5940,222,1405542,6663,1411983,117127
14642,117136,6,495,6,5940,222,1405638,6663,1412079,117135
14643,117144,6,495,6,5940,222,1405734,6663,1412175,117143
14644,117152,6,495,6,5940,222,1405830,6663,1412271,117151
14645,117160,6,495,6,5940,222,1405926,6663,1412367,117159
14646,117168,6,495,6,5940,222,1406022,6663,1412463,117167
14647,117176,6,495,6,5940,222,1406118,6663,1412559,117175
14648,117184,6,495,6,5940,222,1406214,6663,1412655,117183
14649,117192,6,495,6,5940,222,1406310,6663,1412751,117191
14650,117200,6,495,6,5940,222,1406406,6663,1412847,117199
14651,117208,6,495,6,5940,222,1406502,6663,1412943,117207
14652,117216,6,495,6,5940,222,1406598,6663,1413039,117215
14653,117224,6,495,6,5940,222,1406694,6663,1413135,117223
14654,117232,6,495,6,5940,222,1406790,6663,1413231,117231
14655,117240,6,495,6,5940,222,1406886,6663,1413327,117239
14656,117248,6,495,6,5940,222,1406982,6663,1413423,117247
14657,117256,6,495,6,5940,222,1407078,6663,1413519,117255
14658,117264,6,495,6,5940,222,1407174,6663,1413615,117263
14659,117272,6,495,6,5940,222,1407270,6663,1413711,117271
14660,117280,6,495,6,5940,222,1407366,6663,1413807,117279
14661,117288,6,495,6,5940,222,1407462,6663,1413903,117287
14662,117296,6,495,6,5940,222,1407558,6663,1413999,117295
14663,117304,6,495,6,5940,222,1407654,6663,1414095,117303
14664,117312,6,495,6,5940,222,1407750,6663,1414191,117311
14665,117320,6,495,6,5940,222,1407846,6663,1414287,117319
14666,117328,6,495,6,5940,222,1407942,6663,1414383,117327
14667,117336,6,495,6,5940,222,1408038,6663,1414479,117335
14668,117344,6,495,6,5940,222,1408134,6663,1414575,117343
14669,117352,6,495,6,5940,222,1408230,6663,1414671,117351
14670,117360,6,495,6,5940,222,1408326,6663,1414767,117359
14671,117368,6,495,6,5940,222,1408422,6663,1414863,117367
14672,117376,6,495,6,5940,222,1408518,6663,1414959,117375
14673,117384,6,495,6,5940,222,1408614,6663,1415055,117383
14674,117392,6,495,6,5940,222,1408710,6663,1415151,117391
14675,117400,6,495,6,5940,222,1408806,6663,1415247,117399
14676,117408,6,495,6,5940,222,1408902,6663,1415343,117407
14677,117416,6,495,6,5940,222,1408998,6663,1415439,117415
14678,117424,6,495,6,5940,222,1409094,6663,1415535,117423
14679,117432,6,495,6,5940,222,1409190,6663,1415631,117431
14680,117440,6,495,6,5940,222,1409286,6663,1415727,117439
14681,117448,6,495,6,5940,222,1409382,6663,1415823,117447
14682,117456,6,495,6,5940,222,1409478,6663,1415919,117455
14683,117464,6,495,6,5940,222,1409574,6663,1416015,117463
14684,117472,6,495,6,5940,222,1409670,6663,1416111,117471
14685,117480,6,495,6,5940,222,1409766,6663,1416207,117479
14686,117488,6,495,6,5940,222,1409862,6663,1416303,117487
14687,117496,6,495,6,5940,222,1409958,6663,1416399,117495
14688,117504,6,495,6,5940,222,1410054,6663,1416495,117503
14689,117512,6,495,6,5940,222,1410150,6663,1416591,117511
14690,117520,6,495,6,5940,222,1410246,6663,1416687,117519
14691,117528,6,495,6,5940,222,1410342,6663,1416783,117527
14692,117536,6,495,6,5940,222,1410438,6663,1416879,117535
14693,117544,6,495,6,5940,222,1410534,6663,1416975,117543
14694,117552,6,495,6,5940,222,1410630,6663,1417071,117551
14695,117560,6,495,6,5940,222,1410726,6663,1417167,117559
14696,117568,6,495,6,5940,222,1410822,6663,1417263,117567
14697,117576,6,495,6,5940,222,1410918,6663,1417359,117575
14698,117584,6,495,6,5940,222,1411014,6663,1417455,117583
14699,117592,6,495,6,5940,222,1411110,6663,1417551,117591
14700,117600,6,495,6,5940,222,1411206,6663,1417647,117599
14701,117608,6,495,6,5940,222,1411302,6663,1417743,117607
14702,117616,6,495,6,5940,222,1411398,6663,1417839,117615
14703,117624,6,495,6,5940,222,1411494,6663,1417935,117623
14704,117632,6,495,6,5940,222,1411590,6663,1418031,117631
14705,117640,6,495,6,5940,222,1411686,6663,1418127,117639
14706,117648,6,495,6,5940,222,1411782,6663,1418223,117647
14707,117656,6,495,6,5940,222,1411878,6663,1418319,117655
14708,117664,6,495,6,5940,222,1411974,6663,1418415,117663
14709,117672,6,495,6,5940,222,1412070,6663,1418511,117671
14710,117680,6,495,6,5940,222,1412166,6663,1418607,117679
14711,117688,6,495,6,5940,222,1412262,6663,1418703,117687
14712,117696,6,495,6,5940,222,1412358,6663,1418799,117695
14713,117704,6,495,6,5940,222,1412454,6663,1418895,117703
14714,117712,6,495,6,5940,222,1412550,6663,1418991,117711
14715,117720,6,495,6,5940,222,1412646,6663,1419087,117719
14716,117728,6,495,6,5940,222,1412742,6663,1419183,117727
14717,117736,6,495,6,5940,222,1412838,6663,1419279,117735
14718,117744,6,495,6,5940,222,1412934,6663,1419375,117743
14719,117752,6,495,6,5940,222,1413030,6663,1419471,117751
14720,117760,6,495,6,5940,222,1413126,6663,1419567,117759
14721,117768,6,495,6,5940,222,1413222,6663,1419663,117767
14722,117776,6,495,6,5940,222,1413318,6663,1419759,117775
14723,117784,6,495,6,5940,222,1413414,6663,1419855,117783
14724,117792,6,495,6,5940,222,1413510,6663,1419951,117791
14725,117800,6,495,6,5940,222,1413606,6663,1420047,117799
14726,117808,6,495,6,5940,222,1413702,6663,1420143,117807
14727,117816,6,495,6,5940,222,1413798,6663,1420239,117815
14728,117824,6,495,6,5940,222,1413894,6663,1420335,117823
14729,117832,6,495,6,5940,222,1413990,6663,1420431,117831
14730,117840,6,495,6,5940,222,1414086,6663,1420527,117839
14731,117848,6,495,6,5940,222,1414182,6663,1420623,117847
14732,117856,6,495,6,5940,222,1414278,6663,1420719,117855
14733,117864,6,495,6,5940,222,1414374,6663,1420815,117863
14734,117872,6,495,6,5940,222,1414470,6663,1420911,117871
14735,117880,6,495,6,5940,222,1414566,6663,1421007,117879
14736,117888,6,495,6,5940,222,1414662,6663,1421103,117887
14737,117896,6,495,6,5940,222,1414758,6663,1421199,117895
14738,117904,6,495,6,5940,222,1414854,6663,1421295,117903
14739,117912,6,495,6,5940,222,1414950,6663,1421391,117911
14740,117920,6,495,6,5940,222,1415046,6663,1421487,117919
14741,117928,6,495,6,5940,222,1415142,6663,1421583,117927
14742,117936,6,495,6,5940,222,1415238,6663,1421679,117935
14743,117944,6,495,6,5940,222,1415334,6663,1421775,117943
14744,117952,6,495,6,5940,222,1415430,6663,1421871,117951
14745,117960,6,495,6,5940,222,1415526,6663,1421967,117959
14746,117968,6,495,6,5940,222,1415622,6663,1422063,117967
14747,117976,6,495,6,5940,222,1415718,6663,1422159,117975
14748,117984,6,495,6,5940,222,1415814,6663,1422255,117983
14749,117992,6,495,6,5940,222,1415910,6663,1422351,117991
14750,118000,6,495,6,5940,222,1416006,6663,1422447,117999
14751,118008,6,495,6,5940,222,1416102,6663,1422543,118007
14752,118016,6,495,6,5940,222,1416198,6663,1422639,118015
14753,118024,6,495,6,5940,222,1416294,6663,1422735,118023
14754,118032,6,495,6,5940,222,1416390,6663,1422831,118031
14755,118040,6,495,6,5940,222,1416486,6663,1422927,118039
14756,118048,6,495,6,5940,222,1416582,6663,1423023,118047
14757,118056,6,495,6,5940,222,1416678,6663,1423119,118055
14758,118064,6,495,6,5940,222,1416774,6663,1423215,118063
14759,118072,6,495,6,5940,222,1416870,6663,1423311,118071
14760,118080,6,495,6,5940,222,1416966,6663,1423407,118079
14761,118088,6,495,6,5940,222,1417062,6663,1423503,118087
14762,118096,6,495,6,5940,222,1417158,6663,1423599,118095
14763,118104,6,495,6,5940,222,1417254,6663,1423695,118103
14764,118112,6,495,6,5940,222,1417350,6663,1423791,118111
14765,118120,6,495,6,5940,222,1417446,6663,1423887,118119
14766,118128,6,495,6,5940,222,1417542,6663,1423983,118127
14767,118136,6,495,6,5940,222,1417638,6663,1424079,118135
14768,118144,6,495,6,5940,222,1417734,6663,1424175,118143
14769,118152,6,495,6,5940,222,1417830,6663,1424271,118151
14770,118160,6,495,6,5940,222,1417926,6663,1424367,118159
14771,118168,6,495,6,5940,222,1418022,6663,1424463,118167
14772,118176,6,495,6,5940,222,1418118,6663,1424559,118175
14773,118184,6,495,6,5940,222,1418214,6663,1424655,118183
14774,118192,6,495,6,5940,222,1418310,6663,1424751,118191
14775,118200,6,495,6,5940,222,1418406,6663,1424847,118199
